name,party,district,chamber,start,end,occupation,gender,id,party_abbrev,twittername
Nestor Hammarlund,Bondeförbundet,Kristianstads län,Andra kammaren,1945,1948,,man,nestor_hammarlund_8875a3,C,
Nils G. Hansson,Bondeförbundet,Malmöhus län,Andra kammaren,1945,1948,,man,nils_g_hansson_3c174a,C,
Nils Holmström,Högerpartiet,Gävleborgs län,Andra kammaren,1945,1948,,man,nils_holmstrom_4c09fc,M,
Nils Jönsson,Bondeförbundet,Jämtlands län,Andra kammaren,1945,1948,,man,nils_jonsson_63e7f8,C,
Nils Larsson,Socialdemokraterna,Jämtlands län,Andra kammaren,1945,1948,,man,nils_larsson_d06f06,S,
Nils Odhe,Socialdemokraterna,Skaraborgs län,Andra kammaren,1945,1948,,man,nils_odhe_d9f311,S,
Nils Persson,Folkpartiet Liberalerna,Malmöhus län,Andra kammaren,1945,1948,,man,nils_persson_daa7f2,L,
Ola Isacsson,Socialdemokraterna,Kristianstads län,Andra kammaren,1945,1948,,man,ola_isacsson_2a3234,S,
Ola Persson,Unknown k,Gävleborgs län,Andra kammaren,1945,1948,,man,ola_persson_64e136,,
Olivia Nordgren,Socialdemokraterna,Malmöhus län,Andra kammaren,1945,1948,,woman,olivia_nordgren_c6ccc4,S,
Olof Andersson,Socialdemokraterna,Fyrstadskretsen,Andra kammaren,1945,1948,,man,olof_andersson_c2a513,S,
Olof Nilsson,Socialdemokraterna,Göteborgs stad,Andra kammaren,1945,1948,,man,olof_nilsson_18af00,S,
Olov Rylander,Folkpartiet Liberalerna,Västmanlands län,Andra kammaren,1945,1948,,man,olov_rylander_37cdf6,L,
Oscar Carlström,Folkpartiet Liberalerna,Jönköpings län,Andra kammaren,1945,1948,,man,oscar_carlstrom_ff0d3d,L,
Oscar Lövgren,Socialdemokraterna,Norrbottens län,Andra kammaren,1945,1948,,man,oscar_lovgren_4dca2d,S,
Oscar Malmborg,Folkpartiet Liberalerna,Skaraborgs län,Andra kammaren,1945,1948,,man,oscar_malmborg_7e6052,L,
Oscar Nolin,Högerpartiet,Kronobergs län,Andra kammaren,1945,1948,,man,oscar_nolin_86ba4e,M,
Oscar Werner,Bondeförbundet,Värmlands län,Andra kammaren,1945,1948,,man,oscar_werner_4a1de1,C,
Oskar Åkerström,Socialdemokraterna,Västerbottens län,Andra kammaren,1945,1948,,man,oskar_akerstrom_e1ab6e,S,
Patrik Svensson,Socialdemokraterna,Älvsborgs läns norra,Andra kammaren,1945,1948,,man,patrik_svensson_6cb178,S,
Pehr Johnsson,Folkpartiet Liberalerna,Blekinge län,Andra kammaren,1945,1948,,man,pehr_johnsson_dc291f,L,
Per Albin Hansson,Socialdemokraterna,Stockholms stad,Andra kammaren,1945,1948,,man,per_albin_hansson_dd458b,S,
Per Edvin Sköld,Socialdemokraterna,Malmöhus län,Andra kammaren,1945,1948,,man,per_edvin_skold_6a20fa,S,
Per Jonas Edberg,Bondeförbundet,Västernorrlands län,Andra kammaren,1945,1948,,man,per_jonas_edberg_2884a7,C,
Per Jonsson,Högerpartiet,Kalmar län,Andra kammaren,1945,1948,,man,per_jonsson_34e58b,M,
Per Orgård (tidigare Persson),Socialdemokraterna,Gävleborgs län,Andra kammaren,1945,1948,,man,per_orgard_tidigare_persson_aa0da1,S,
Per Persson,Bondeförbundet,Gävleborgs län,Andra kammaren,1945,1948,,man,per_persson_11e2bc,C,
Per Svensson,Bondeförbundet,Gotlands län,Andra kammaren,1945,1948,,man,per_svensson_f3108f,C,
Per-Hjalmar Fagerholm,Högerpartiet,Stockholms stad,Andra kammaren,1945,1948,,man,per-hjalmar_fagerholm_c355c9,M,
Ragnar Persson,Socialdemokraterna,Hallands län,Andra kammaren,1945,1948,,man,ragnar_persson_4c8c26,S,
Ragnar Sveningsson,Högerpartiet,Älvsborgs läns södra,Andra kammaren,1945,1948,,man,ragnar_sveningsson_d38f98,M,
Ragnhild Sandström,Folkpartiet Liberalerna,Västerbottens län,Andra kammaren,1945,1948,,woman,ragnhild_sandstrom_fed950,L,
Robert Jansson,Bondeförbundet,Kopparbergs län,Andra kammaren,1945,1948,,man,robert_jansson_249d07,C,
Ruben Swedberg,Folkpartiet Liberalerna,Örebro län,Andra kammaren,1945,1948,,man,ruben_swedberg_4cf7e5,L,
Rudolf Boman,Folkpartiet Liberalerna,Jönköpings län,Andra kammaren,1945,1948,,man,rudolf_boman_6d4664,L,
Ruth Gustafson,Socialdemokraterna,Stockholms stad,Andra kammaren,1945,1948,,woman,ruth_gustafson_57aace,S,
Sam Norup,Bondeförbundet,Kristianstads län,Andra kammaren,1945,1948,,man,sam_norup_b93991,C,
Set Persson,Unknown k,Stockholms stad,Andra kammaren,1945,1948,,man,set_persson_125ae3,,
Sigfrid Jonsson,Socialdemokraterna,Jämtlands län,Andra kammaren,1945,1948,,man,sigfrid_jonsson_4e911c,S,
Sigrid Ekendahl,Socialdemokraterna,Stockholms stad,Andra kammaren,1945,1948,,woman,sigrid_ekendahl_c06749,S,
Sigurd Lindholm,Socialdemokraterna,Gävleborgs län,Andra kammaren,1945,1948,,man,sigurd_lindholm_a33799,S,
Sigvard Cruse,Socialdemokraterna,Stockholms stad,Andra kammaren,1945,1948,,man,sigvard_cruse_b7ed1b,S,
Sigvard Ohlsson,Socialdemokraterna,Kalmar län,Andra kammaren,1945,1948,,man,sigvard_ohlsson_65ca71,S,
Solveig Rönn-Christiansson,Unknown k,Göteborgs stad,Andra kammaren,1945,1948,,woman,solveig_ronn-christiansson_2f987d,,
Stig Janson,Högerpartiet,Södermanlands län,Andra kammaren,1945,1948,,man,stig_janson_05abd9,M,
Sven Hedqvist,Socialdemokraterna,Stockholms län,Andra kammaren,1945,1948,,man,sven_hedqvist_f32968,S,
Sven Vigelsbo,Bondeförbundet,Västmanlands län,Andra kammaren,1945,1948,,man,sven_vigelsbo_a65904,C,
Thorwald Ekdahl,Socialdemokraterna,Kristianstads län,Andra kammaren,1945,1948,,man,thorwald_ekdahl_e2707f,S,
Torgil von Seth,Högerpartiet,Jönköpings län,Andra kammaren,1945,1948,,man,torgil_von_seth_8d3848,M,
Torsten Henriksson,Högerpartiet,Stockholms stad,Andra kammaren,1945,1948,,man,torsten_henriksson_96034e,M,
Torsten Nilsson,Socialdemokraterna,Stockholms stad,Andra kammaren,1945,1948,,man,torsten_nilsson_e19d74,S,
Uddo Jacobson,Socialdemokraterna,Västerbottens län,Andra kammaren,1945,1948,,man,uddo_jacobson_5de3d0,S,
Verner Hedlund,Socialdemokraterna,Jämtlands län,Andra kammaren,1945,1948,,man,verner_hedlund_74aa86,S,
Verner Karlsson,Socialdemokraterna,Kopparbergs län,Andra kammaren,1945,1948,,man,verner_karlsson_dcdc3d,S,
Victor Mattsson,Bondeförbundet,Kronobergs län,Andra kammaren,1945,1948,,man,victor_mattsson_c48376,C,
Vilhelm Lundstedt,Socialdemokraterna,Uppsala län,Andra kammaren,1945,1948,,man,vilhelm_lundstedt_d67848,S,
Waldemar Olsson,Socialdemokraterna,Kalmar län,Andra kammaren,1945,1948,,man,waldemar_olsson_fc79c1,S,
Waldemar Svensson,Folkpartiet Liberalerna,Göteborgs och Bohus län,Andra kammaren,1945,1948,,man,waldemar_svensson_83e0a0,L,
Walter Sundström,Socialdemokraterna,Skaraborgs län,Andra kammaren,1945,1948,,man,walter_sundstrom_cc191a,S,
Wiktor Mårtensson,Socialdemokraterna,Göteborgs och Bohus län,Andra kammaren,1945,1948,,man,wiktor_martensson_66d1de,S,
ersatt av Carl Östlund,Högerpartiet,Västerbottens län,Andra kammaren,1945,1948,,,ersatt_av_carl_ostlund_5d6723,M,
Carl Johansson,Socialdemokraterna,Göteborgs och Bohus län,Andra kammaren,1945,1948,,,_carl_johansson_ebd142,S,
Elsa Ewerlöf,Högerpartiet,Stockholms stad,Andra kammaren,1945,1948,,,_elsa_ewerlof_5f8f49,M,
Fritjof Lager,Unknown k,Stockholms stad,Andra kammaren,1945,1948,,,_fritjof_lager_a57204,,
Gunnar Sundqvist,Högerpartiet,Stockholms stad,Andra kammaren,1945,1948,,,_gunnar_sundqvist_5462c2,M,
Gustaf Friberg,Folkpartiet Liberalerna,Södermanlands län,Andra kammaren,1945,1948,,,_gustaf_friberg_d57bb9,L,
Hildur Ericsson,Socialdemokraterna,Norrbottens län,Andra kammaren,1945,1948,,,_hildur_ericsson_b522b6,S,
Jarl Hjalmarson,Högerpartiet,Stockholms stad,Andra kammaren,1945,1948,,,_jarl_hjalmarson_82cf3a,M,
Knut Stenvall,Bondeförbundet,Norrbottens län,Andra kammaren,1945,1948,,,_knut_stenvall_34d39b,C,
Lisa Johansson,Socialdemokraterna,Skaraborgs län,Andra kammaren,1945,1948,,,_lisa_johansson_23f369,S,
Seth Molander,Socialdemokraterna,Stockholms stad,Andra kammaren,1945,1948,,,_seth_molander_0526a4,S,
Sonja Branting-Westerståhl,Socialdemokraterna,Stockholms stad,Andra kammaren,1945,1948,,,_sonja_branting-westerstahl_ed7633,S,
Sven Antby,Folkpartiet Liberalerna,Älvsborgs läns norra,Andra kammaren,1945,1948,,,_sven_antby_17ab6b,L,
Yngve Larsson,Folkpartiet Liberalerna,Stockholms stad,Andra kammaren,1945,1948,,,_yngve_larsson_c76e6c,L,
Åke Olofsson,Socialdemokraterna,Malmöhus län,Andra kammaren,1945,1948,,man,ake_olofsson_4af32b,S,
Åke Wiberg,Högerpartiet,Fyrstadskretsen,Andra kammaren,1945,1948,,man,ake_wiberg_3e83f4,M,
Albert Forslund,Socialdemokraterna,Stockholms län,Första kammaren,1946,1952,,man,albert_forslund_7b3dd2,S,
Albert Hermansson,Socialdemokraterna,Östergötlands län,Första kammaren,1946,1952,,man,albert_hermansson_07d77b,S,
Albert Ramberg,Socialdemokraterna,Värmlands län,Första kammaren,1946,1952,,man,albert_ramberg_075310,S,
Alfred Andersson,Socialdemokraterna,Malmöhus län,Första kammaren,1946,1952,,man,alfred_andersson_5c02af,S,
Alfred Nilsson,Folkpartiet Liberalerna,Malmöhus län,Första kammaren,1946,1952,,man,alfred_nilsson_f23a71,L,
Anders Sundvik,Socialdemokraterna,Kopparbergs län,Första kammaren,1946,1952,,man,anders_sundvik_5b85cb,S,
Anna Sjöström-Bengtsson,Socialdemokraterna,Göteborg,Första kammaren,1946,1952,,woman,anna_sjostrom-bengtsson_ef8d9b,S,
Anselm Gillström,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1946,1952,,man,anselm_gillstrom_024a43,S,
Anton Norling,Unknown k,Göteborg,Första kammaren,1946,1952,,man,anton_norling_b8f4e0,,
Anton Sjö,Socialdemokraterna,Malmöhus län,Första kammaren,1946,1952,,man,anton_sjo_8e8f84,S,
Arthur Heiding,Bondeförbundet,Kalmar och Gotlands län,Första kammaren,1946,1952,,man,arthur_heiding_8a19f9,C,
Axel Andersson,Folkpartiet Liberalerna,Västernorrlands och Jämtlands län,Första kammaren,1946,1952,,man,axel_andersson_3164aa,L,
Axel Gjöres,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1946,1952,,man,axel_gjores_6a71ab,S,
Axel Leander,Socialdemokraterna,Malmöhus län,Första kammaren,1946,1952,,man,axel_leander_389d8c,S,
Axel Mannerskantz,Högerpartiet,Kalmar och Gotlands län,Första kammaren,1946,1952,,man,axel_mannerskantz_5968d4,M,
Axel Strand,Socialdemokraterna,Stockholms stad,Första kammaren,1946,1952,,man,axel_strand_e882eb,S,
Axel Uhlén,Socialdemokraterna,Malmöhus län,Första kammaren,1946,1952,,man,axel_uhlen_5a31f2,S,
Bengt Elmgren,Socialdemokraterna,Östergötlands län,Första kammaren,1946,1952,,man,bengt_elmgren_831e53,S,
Bernhard Ekström,Bondeförbundet,Kronobergs och Hallands län,Första kammaren,1946,1952,,man,bernhard_ekstrom_b8a179,C,
Bernhard Näsgård,Bondeförbundet,Gävleborgs län,Första kammaren,1946,1952,,man,bernhard_nasgard_2b95c8,C,
Bertil Mogård,Socialdemokraterna,Stockholms stad,Första kammaren,1946,1952,,man,bertil_mogard_529a14,S,
Birger Andersson,Socialdemokraterna,Skaraborgs län,Första kammaren,1946,1952,,man,birger_andersson_ea36de,S,
Bror Nilsson,Bondeförbundet,Älvsborgs län,Första kammaren,1946,1952,,man,bror_nilsson_e9ee64,C,
Carl Eriksson,Socialdemokraterna,Gävleborgs län,Första kammaren,1946,1952,,man,carl_eriksson_797497,S,
Carl Eskilsson,Högerpartiet,Östergötlands län,Första kammaren,1946,1952,,man,carl_eskilsson_462b6d,M,
Carl Sundberg,Högerpartiet,Kalmar och Gotlands län,Första kammaren,1946,1952,,man,carl_sundberg_c1e719,M,
David Norman,Socialdemokraterna,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,david_norman_bc42aa,S,
Ebon Andersson,Högerpartiet,Stockholms stad,Första kammaren,1946,1952,,woman,ebon_andersson_f7a21b,M,
Edgar Sjödahl,Socialdemokraterna,Göteborg,Första kammaren,1946,1952,,man,edgar_sjodahl_c32dc0,S,
Edvard Björnsson,Socialdemokraterna,Älvsborgs län,Första kammaren,1946,1952,,man,edvard_bjornsson_ed556c,S,
Edwin Berling,Socialdemokraterna,Malmöhus län,Första kammaren,1946,1952,,man,edwin_berling_43b56d,S,
Edwin Welander,Socialdemokraterna,Malmöhus län,Första kammaren,1946,1952,,man,edwin_welander_3702ac,S,
Einar Eriksson,Socialdemokraterna,Stockholms län,Första kammaren,1946,1952,,man,einar_eriksson_3a1248,S,
Einar Persson,Socialdemokraterna,Kopparbergs län,Första kammaren,1946,1952,,man,einar_persson_d1c3e2,S,
Elof Hällgren,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1946,1952,,man,elof_hallgren_e9b7bf,S,
Elon Andersson,Folkpartiet Liberalerna,Gävleborgs län,Första kammaren,1946,1952,,man,elon_andersson_35eb2c,L,
Emil Ahlkvist,Socialdemokraterna,Malmöhus län,Första kammaren,1946,1952,,man,emil_ahlkvist_d54b93,S,
Emil Näsström,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1946,1952,,man,emil_nasstrom_b28072,S,
Emil Petersson,Folkpartiet Liberalerna,Blekinge och Kristianstads län,Första kammaren,1946,1952,,man,emil_petersson_40a666,L,
Eric Ericson,Socialdemokraterna,Örebro län,Första kammaren,1946,1952,,man,eric_ericson_f5b800,S,
Eric Ericsson,Högerpartiet,Göteborg,Första kammaren,1946,1952,,man,eric_ericsson_bfac6c,M,
Erik Arrhén,Högerpartiet,Bohuslän,Första kammaren,1946,1952,,man,erik_arrhen_0a5a99,M,
Erik Englund,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1946,1952,,man,erik_englund_0590b4,L,
Erik Lindblom,Folkpartiet Liberalerna,Kopparbergs län,Första kammaren,1946,1952,,man,erik_lindblom_6f5c11,L,
Erik von Heland,Bondeförbundet,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,erik_von_heland_39e120,C,
Ernst Hage,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1946,1952,,man,ernst_hage_4db776,S,
Ernst Wehtje,Högerpartiet,Malmöhus län,Första kammaren,1946,1952,,man,ernst_wehtje_1a8eb0,M,
Ernst Wigforss,Socialdemokraterna,Blekinge och Kristianstads län,Första kammaren,1946,1952,,man,ernst_wigforss_dc2db7,S,
Ewald Johannesson,Socialdemokraterna,Stockholms stad,Första kammaren,1946,1952,,man,ewald_johannesson_836479,S,
Folke Petrén,Folkpartiet Liberalerna,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,folke_petren_c4abcb,L,
Fritiof Domö,Högerpartiet,Skaraborgs län,Första kammaren,1946,1952,,man,fritiof_domo_2c091c,M,
Fritjof Ekman,Socialdemokraterna,Örebro län,Första kammaren,1946,1952,,man,fritjof_ekman_a6308b,S,
Fritjof Thun,Socialdemokraterna,Stockholms län,Första kammaren,1946,1952,,man,fritjof_thun_9d7b8b,S,
Georg Andrén,Högerpartiet,Älvsborgs län,Första kammaren,1946,1952,,man,georg_andren_e8af67,M,
Georg Branting,Socialdemokraterna,Stockholms stad,Första kammaren,1946,1952,,man,georg_branting_0157d4,S,
Georg Pettersson,Socialdemokraterna,Kalmar och Gotlands län,Första kammaren,1946,1952,,man,georg_pettersson_629b62,S,
Gottfrid Karlsson,Socialdemokraterna,Östergötlands län,Första kammaren,1946,1952,,man,gottfrid_karlsson_3d1be3,S,
Gunnar Lodenius,Bondeförbundet,Stockholms län,Första kammaren,1946,1952,,man,gunnar_lodenius_115bf3,C,
Gunnar Sträng,Socialdemokraterna,Älvsborgs län,Första kammaren,1946,1952,,man,gunnar_strang_097e01,S,
Gunnar Öhman,Unknown k,Stockholms stad,Första kammaren,1946,1952,,man,gunnar_ohman_c76023,,
Gustaf Andersson,Socialdemokraterna,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,gustaf_andersson_a7c734,S,
Gustaf Elofsson,Bondeförbundet,Blekinge och Kristianstads län,Första kammaren,1946,1952,,man,gustaf_elofsson_b517a0,C,
Gustaf Heüman,Socialdemokraterna,Jönköpings län,Första kammaren,1946,1952,,man,gustaf_heuman_dbed44,S,
Gustaf Karlsson,Socialdemokraterna,Bohuslän,Första kammaren,1946,1952,,man,gustaf_karlsson_6b6149,S,
Gustaf Rosander,Socialdemokraterna,Kronobergs och Hallands län,Första kammaren,1946,1952,,man,gustaf_rosander_6ff1ac,S,
Gustaf Sundelin,Folkpartiet Liberalerna,Örebro län,Första kammaren,1946,1952,,man,gustaf_sundelin_eb3047,L,
Gustaf Velander,Högerpartiet,Västernorrlands och Jämtlands län,Första kammaren,1946,1952,,man,gustaf_velander_efa3ac,M,
Gustaf Widner,Socialdemokraterna,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,gustaf_widner_d97621,S,
Gustav Andersson,Bondeförbundet,Jönköpings län,Första kammaren,1946,1952,,man,gustav_andersson_788a2e,C,
Gustav Björkman,Högerpartiet,Värmlands län,Första kammaren,1946,1952,,man,gustav_bjorkman_a81898,M,
Gustav Fahlander,Socialdemokraterna,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,gustav_fahlander_fe54f8,S,
Gustav Hallagård,Bondeförbundet,Skaraborgs län,Första kammaren,1946,1952,,man,gustav_hallagard_c04899,C,
Gustav Möller,Socialdemokraterna,Stockholms län,Första kammaren,1946,1952,,man,gustav_moller_becc38,S,
Gärda Svensson,Bondeförbundet,Kronobergs och Hallands län,Första kammaren,1946,1952,,woman,garda_svensson_88f1fa,C,
Harald Nordenson,Högerpartiet,Stockholms stad,Första kammaren,1946,1952,,man,harald_nordenson_aa1eaa,M,
Harald Åkerberg,Socialdemokraterna,Örebro län,Första kammaren,1946,1952,,man,harald_akerberg_cdf78e,S,
Hardy Göransson,Folkpartiet Liberalerna,Blekinge och Kristianstads län,Första kammaren,1946,1952,,man,hardy_goransson_cd00c0,L,
Hemming Sten,Socialdemokraterna,Gävleborgs län,Första kammaren,1946,1952,,man,hemming_sten_3c43df,S,
Henry Johansson,Socialdemokraterna,Göteborg,Första kammaren,1946,1952,,man,henry_johansson_e40116,S,
Hjalmar Nilsson,Högerpartiet,Malmöhus län,Första kammaren,1946,1952,,man,hjalmar_nilsson_4b43d9,M,
Hjalmar Nilsson,Socialdemokraterna,Västernorrlands och Jämtlands län,Första kammaren,1946,1952,,man,hjalmar_nilsson_f04167,S,
Hjalmar Weiland,Folkpartiet Liberalerna,Jönköpings län,Första kammaren,1946,1952,,man,hjalmar_weiland_146e6d,L,
Hugo Osvald,Folkpartiet Liberalerna,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,hugo_osvald_d10fd5,L,
Hugo Sundberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1946,1952,,man,hugo_sundberg_868ca3,S,
Hulda Flood,Socialdemokraterna,Värmlands län,Första kammaren,1946,1952,,woman,hulda_flood_fe497d,S,
Ingrid Osvald,Folkpartiet Liberalerna,Stockholms län,Första kammaren,1946,1952,,woman,ingrid_osvald_78922d,L,
Ivan Pauli,Socialdemokraterna,Jönköpings län,Första kammaren,1946,1952,,man,ivan_pauli_806b4f,S,
Ivar Ekströmer,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1946,1952,,man,ivar_ekstromer_18eb0a,M,
Ivar Nilzon,Bondeförbundet,Östergötlands län,Första kammaren,1946,1952,,man,ivar_nilzon_390d74,C,
Ivar Persson,Bondeförbundet,Malmöhus län,Första kammaren,1946,1952,,man,ivar_persson_7cfc84,C,
Iwar Andersson,Socialdemokraterna,Sörmlands och Västmanlands län,Första kammaren,1946,1952,,man,iwar_andersson_e66a81,S,
Jakob Grym,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1946,1952,,man,jakob_grym_8357ae,S,
Johan Bernhard Johansson,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1946,1952,,man,johan_bernhard_johansson_ca4e64,M,
Johan Nilsson,Högerpartiet,Blekinge och Kristianstads län,Första kammaren,1946,1952,,man,johan_nilsson_7a04d9,M,
Johan Sunne,Folkpartiet Liberalerna,Östergötlands län,Första kammaren,1946,1952,,man,johan_sunne_bf4497,L,
John Bergvall,Folkpartiet Liberalerna,Stockholms stad,Första kammaren,1946,1952,,man,john_bergvall_ef091a,L,
John Björk,Folkpartiet Liberalerna,Älvsborgs län,Första kammaren,1946,1952,,man,john_bjork_006001,L,
John Gustavsson,Bondeförbundet,Bohuslän,Första kammaren,1946,1952,,man,john_gustavsson_705a68,C,
John Sandberg,Socialdemokraterna,Jönköpings län,Första kammaren,1946,1952,,man,john_sandberg_a3d0ab,S,
John W. Jonsson,Socialdemokraterna,Kalmar och Gotlands län,Första kammaren,1946,1952,,man,john_w_jonsson_9221fa,S,
Jon Jonsson,Socialdemokraterna,Gävleborgs län,Första kammaren,1946,1952,,man,jon_jonsson_68b030,S,
Jones Erik Andersson,Bondeförbundet,Kopparbergs län,Första kammaren,1946,1952,,man,jones_erik_andersson_c0927f,C,
Justus Lindgren,Socialdemokraterna,Skaraborgs län,Första kammaren,1946,1952,,man,justus_lindgren_253090,S,
K.A. Johanson,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1946,1952,,,ka_johanson_55be1c,S,
K.J. Olsson,Socialdemokraterna,Älvsborgs län,Första kammaren,1946,1952,,,kj_olsson_fad08f,S,
Karl Andersson,Socialdemokraterna,Bohuslän,Första kammaren,1946,1952,,man,karl_andersson_9af29c,S,
Karl Damström,Socialdemokraterna,Kopparbergs län,Första kammaren,1946,1952,,man,karl_damstrom_66b2ff,S,
Karl Falk,Socialdemokraterna,Östergötlands län,Första kammaren,1946,1952,,man,karl_falk_c269bb,S,
Karl Persson,Bondeförbundet,Blekinge och Kristianstads län,Första kammaren,1946,1952,,man,karl_persson_c1d757,C,
Karl Schlyter,Socialdemokraterna,Värmlands län,Första kammaren,1946,1952,,man,karl_schlyter_338099,S,
Karl Wistrand,Högerpartiet,Stockholms stad,Första kammaren,1946,1952,,man,karl_wistrand_ca0ba6,M,
Knut Ewerlöf,Högerpartiet,Stockholms stad,Första kammaren,1946,1952,,man,knut_ewerlof_ffcb60,M,
Knut Hesselbom,Socialdemokraterna,Älvsborgs län,Första kammaren,1946,1952,,man,knut_hesselbom_560b21,S,
Lage Svedberg,Socialdemokraterna,Västerbottens och Norrbottens län,Första kammaren,1946,1952,,man,lage_svedberg_c22518,S,
Lars Andersson,Bondeförbundet,Västerbottens och Norrbottens län,Första kammaren,1946,1952,,man,lars_andersson_0e49b3,C,
Lars Lindén,Socialdemokraterna,Kalmar och Gotlands län,Första kammaren,1946,1952,,man,lars_linden_3f2fbc,S,
